"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Link","Abstract","Author Keywords","Index Keywords"
"Graydon C.; Teede H.; De Silva K.; Enticott J.; Sullivan C.","Graydon, Cameron (57880691300); Teede, Helena (7004056373); De Silva, Kushan (57215122418); Enticott, Joanne (55183598600); Sullivan, Clair (8313456100)","57880691300; 7004056373; 57215122418; 55183598600; 8313456100","Driving impact through big data utilization and analytics in the context of a Learning Health System","2022","Big Data Analytics for Healthcare: Datasets, Techniques, Life Cycles, Management, and Applications","","","","13","22","9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137586829&doi=10.1016%2fB978-0-323-91907-4.00019-4&partnerID=40&md5=33c88b39b135059c75bedebd0e1c3b5f","Big data is routinely created in the current socio-technical healthcare environment and provides opportunities to address the population demands for better experience and quality of care, despite the increasingly austere economic drivers. Previous models of care have failed to adapt and improve in response to the complex and rapidly evolving healthcare demands. The system of the future that will operationalize the potential of big data will need to be flexible and responsive to health challenges and the inherent risks of digital systems. A Learning Health System (LHS) is a framework that recognizes healthcare systems as being complex and operationalizes evidence produced from stakeholders, research, data, and implementation to maximize impact. This chapter explores the concept of LHSs, and how big data can be utilized to improve insights and knowledge, resulting in better value healthcare through improved outcomes and reduced wasted expenditure. © 2022 Elsevier Inc. All rights reserved.","Artificial intelligence; Big data; Health; Healthcare; Impact; Learning Health System; Learning healthcare system; Natural language processing",""
"Macias C.G.; Remy K.E.; Barda A.J.","Macias, Charles G. (7003570632); Remy, Kenneth E. (55570093500); Barda, Amie J. (57194499184)","7003570632; 55570093500; 57194499184","Utilizing big data from electronic health records in pediatric clinical care","2023","Pediatric Research","93","2","","382","389","7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85142624674&doi=10.1038%2fs41390-022-02343-x&partnerID=40&md5=e5a7f80f8256e11e9de63866e004bcf0","Abstract: Big data has the capacity to transform both pediatric healthcare delivery and research, but its potential has yet to be fully realized. Curation of large multi-institutional datasets of high-quality data has allowed for significant advances in the timeliness of quality improvement efforts. Improved access to large datasets and computational power have also paved the way for the development of high-performing, data-driven decision support tools and precision medicine approaches. However, implementation of these approaches and tools into pediatric practice has been hindered by challenges in our ability to adequately capture the heterogeneity of the pediatric population as well as the nuanced complexities of pediatric diseases such as sepsis. Moreover, there are large gaps in knowledge and definitive evidence demonstrating the utility, usability, and effectiveness of these types of tools in pediatric practice, which presents significant challenges to provider willingness to leverage these solutions. The next wave of transformation for pediatric healthcare delivery and research through big data and sophisticated analytics will require focusing efforts on strategies to overcome cultural barriers to adoption and acceptance. Impact: Big data from EHRs can be used to drive improvement in pediatric clinical care.Clinical decision support, artificial intelligence, machine learning, and precision medicine can transform pediatric care using big data from the EHR.This article provides a review of barriers and enablers for the effective use of data analytics in pediatric clinical care using pediatric sepsis as a use case.The impact of this review is that it will inform influencers of pediatric care about the importance of current trends in data analytics and its use in improving outcomes of care through EHR-based strategies. © 2022, The Author(s), under exclusive licence to the International Pediatric Research Foundation, Inc.","","Artificial Intelligence; Big Data; Child; Electronic Health Records; Humans; Machine Learning; Sepsis; big data; child; child care; childhood disease; clinical decision support system; electronic health record; human; pediatrics; personalized medicine; Review; sepsis; total quality management; artificial intelligence; electronic health record; machine learning; sepsis"
"Katsaliaki K.; Galetsi P.","Katsaliaki, Korina (8643155200); Galetsi, Panagiota (57200182762)","8643155200; 57200182762","Application of big data analytics in the healthcare field","2017","OR 59: OR Society Annual Conference","","","","1","4","3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040087654&partnerID=40&md5=1168ce6760bba57b97be34e9f111914e","Big Data Analytics (BDA) in Healthcare involves the wide amount of electronic data related to patient healthcare and well-being which comes in various forms and from various sources and locations that in the past was difficult to be measured by traditional software/hardware. The BDA capabilities to harvest these data, through the advancement of information technologies, is creating enormous opportunities for companies to improve patient outcomes while managing costs. The aim of this study is to profile research in the field of Healthcare analytics and its applications and to generate discussion about the emergent themes and the future trends of this movement. The methodology is based on the selection of articles in the field using bibliometric techniques from the Web of Science and Scopus databases, published from 2000 through 2016, followed by text-analysis and synthesis of literature in thematic areas with the use of the Nvivo software. The objective of this study was twofold: a) to develop a conceptual framework for the classification of articles dealing with 'big data analytics in healthcare industry"" and use it for summarizing the existing knowledge in terms of big data capabilities, types of value creation from 'big data', beneficiaries, benefits of the use of analytics and challenges, and b) to illustrate future research directions where the use of 'big data analytics in healthcare industry' is likely to have huge impact. We believe that the discussion on the findings will have implications for patients, healthcare providers, pharma companies, medical technology and software companies, researchers, data analysts, journal editors and research institutions.","Analytics; Big Data; Future Research; Healthcare; Review","Biomedical engineering; Health care; Reviews; Societies and institutions; Analytics; Bibliometric techniques; Conceptual frameworks; Future research directions; Health care providers; Healthcare industry; Medical technologies; Research institutions; Big data"
"Garg N.; Petwal R.; Wazid M.; Singh D.P.; Das A.K.; Rodrigues J.J.P.C.","Garg, Neha (57214003665); Petwal, Rajat (58492226400); Wazid, Mohammad (55480987400); Singh, D.P. (55639324300); Das, Ashok Kumar (55450732800); Rodrigues, Joel J.P.C. (25930566300)","57214003665; 58492226400; 55480987400; 55639324300; 55450732800; 25930566300","On the design of an AI-driven secure communication scheme for internet of medical things environment","2023","Digital Communications and Networks","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137879443&doi=10.1016%2fj.dcan.2022.04.009&partnerID=40&md5=63dcaf2d23160ab2a44119b26e3500aa","The Internet of Medical Things (IoMT) is a collection of smart healthcare devices, hardware infrastructure, and related software applications, that facilitate the connection of healthcare information technology system via the Internet. It is also called IoT in healthcare, facilitating secure communication of remote healthcare devices over the Internet for quick and flexible analysis of healthcare data. In other words, IoMT is an amalgam of medical devices and applications, which improves overall healthcare outcomes. However, this system is prone to security- and privacy-related attacks on healthcare data. Therefore, providing a robust security mechanism to prevent the attacks and vulnerability of IoMT is essential. To mitigate this, we proposed a new Artificial-Intelligence envisioned secure communication scheme for IoMT. The discussed network and threat models provide details of the associated network arrangement of the IoMT devices and attacks relevant to IoMT. Furthermore, we provide the security analysis of the proposed scheme to show its security against different possible attacks. Moreover, a comparative study of the proposed scheme with other similar schemes is presented. Our results show that the proposed scheme outperforms other similar schemes in terms of communication and computation costs, and security and functionality attributes. Finally, we provide a pragmatic study of the proposed scheme to observe its impact on various network performance parameters. © 2022 Chongqing University of Posts and Telecommunications","Artificial Intelligence (AI); Authentication and key agreement; Big data analytics; Internet of Medical Things (IoMT); Security",""
"Lin Y.-K.; Chen H.; Brown R.A.; Li S.-H.; Yang H.-J.","Lin, Yu-Kai (8976342400); Chen, Hsinchun (8871373800); Brown, Randall A. (56088310800); Li, Shu-Hsing (7409239293); Yang, Hung-Jen (56330305900)","8976342400; 8871373800; 56088310800; 7409239293; 56330305900","Healthcare predictive analytics for risk profiling in chronic care: A Bayesian multitask learning approach","2017","MIS Quarterly: Management Information Systems","41","2","","473","495","22","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019843412&doi=10.25300%2fMISQ%2f2017%2f41.2.07&partnerID=40&md5=c4574fbf0303cef7328e8748116ca761","Clinical intelligence about a patient's risk of future adverse health events can support clinical decision making in personalized and preventive care. Healthcare predictive analytics using electronic health records offers a promising direction to address the challenging tasks of risk profiling. Patients with chronic diseases often face risks of not just one, but an array of adverse health events. However, existing risk models typically focus on one specific event and do not predict multiple outcomes. To attain enhanced risk profiling, we adopt the design science paradigm and propose a principled approach called Bayesian multitask learning (BMTL). Considering the model development for an event as a single task, our BMTL approach is to coordinate a set of baseline models-one for each event-and communicate training information across the models. The BMTL approach allows healthcare providers to achieve multifaceted risk profiling and model an arbitrary number of events simultaneously. Our experimental evaluations demonstrate that the BMTL approach attains an improved predictive performance when compared with the alternatives that model multiple events separately. We also find that, in most cases, the BMTL approach significantly outperforms existing multitask learning techniques. More importantly, our analysis shows that the BMTL approach can create significant potential impacts on clinical practice in reducing the failures and delays in preventive interventions. We discuss several implications of this study for health IT, big data and predictive analytics, and design science research.","Bayesian data analysis; Design science; Electronic health records; Health IT; Healthcare predictive analytics; Multitask learning","Big data; Decision making; Design; Health; Health care; Health risks; Learning systems; Records management; Risk assessment; Bayesian data analysis; Design science; Electronic health record; Health it; Multitask learning; Predictive analytics"
"Modi H.T.; Priya S.","Modi, Hiren T. (57193996915); Priya, S. (57212662187)","57193996915; 57212662187","Big data: A goldmine in healthcare","2016","International Journal of Pharmacy and Technology","8","4","","21728","21736","8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018207145&partnerID=40&md5=f71cfe3dd40d05d556e623d07406cbff","Healthcare and predictive analysis is an emerging goldmine of information. With the current digitization of medical records, case histories and outcomes of the numerous treatments so provided, big data has paved way for predictive analysis in the field of medicine. The idea is to extract knowledge from large amounts of medical records and data using complex algorithms and data analytics so as to come up with the best possible treatment, given a medical condition. Using advanced recommendation systems and big datasets of medical records as input parameters, a suitable treatment strategy can be adopted. Highest threshold of impact on account of such an analysis can be achieved by integration various forms of medical data, ranging from scans to tests. Using big data ensures intercompatibility of unstructured data. Data in the size of even petabytes has become a strategic asset. © 2016, International Journal of Pharmacy and Technology. All rights reserved.","Complex algorithms; Data analytics; Data sets; Digitization; Medical records; Predictive analysis","doctor patient relation; extract; human; medical record; medicine"
"Vamsi B.; Doppala B.P.; Thirupathi Rao N.; Bhattacharyya D.","Vamsi, Bandi (57222591822); Doppala, Bhanu Prakash (57218908466); Thirupathi Rao, N. (57195593290); Bhattacharyya, Debnath (57216142572)","57222591822; 57218908466; 57195593290; 57216142572","Comparative Analysis of Prevalent Disease by Preprocessing Techniques Using Big Data and Machine Learning: An Extensive Review","2021","Advances in Intelligent Systems and Computing","1280","","","27","38","11","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104899852&doi=10.1007%2f978-981-15-9516-5_3&partnerID=40&md5=6f2ee365d5b04e5d3d4a758e61d048f8","Nowadays, in communities like healthcare and biomedical data, there has been a tremendous growth. The healthcare industry maintains a vast quantity of treatments that should be given to patients by analyzing the diseases that once has already occurred among patients, for further references and methodologies in curing the diseases by maintaining this vast track of history that has already been saved in the healthcare industry. In view of big data progress in biomedical data and healthcare communities, veracious study and predictive analysis of this methodologies related to medical data account to early disease recognition, patient care, and community services. When the trait of these methodologies is incomplete, the promptitude of study becomes economized. Furthermore, at particular regions, they show an uncommon trait of these certain differential regional diseases, which may cause the outcomes in diminishing the prediction of disease outbreaks. A prior task is that how the data can be accessed and how the information could be available for particular disease from these vast data saving machines. On the other hand, some machines develop techniques that are applied by providing realistic time sequence data, statistical analysis, and innovative data analytics in terms of patient’s family history, laboratory reports, impact of disease, and blood pressure. The proposed work is to identify the problem in patient earlier by producing the exact treatment in advance before the disease attacks the patient completely, which may save the patients’ life in reducing the complexities. © 2021, The Author(s), under exclusive license to Springer Nature Singapore Pte Ltd.","Big data; Health care; Machine learning; Predictive analysis","Big data; Blood pressure; Data Analytics; Machine learning; Patient treatment; Predictive analytics; Soft computing; Biomedical data; Community services; Comparative analysis; Disease outbreaks; Early disease; Healthcare industry; Preprocessing techniques; Time sequence data; Diseases"
"Karim S.; Gide E.; Sandu R.","Karim, Shakir (57195906070); Gide, Ergun (22978864000); Sandu, Raj (57189048907)","57195906070; 22978864000; 57189048907","The impact of big data on health care services in Australia: Using big data analytics to categorise and deal with patients","2019","ACM International Conference Proceeding Series","","","","34","38","4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073164853&doi=10.1145%2f3348400.3348414&partnerID=40&md5=477c78c5d88e40514e0d29772f6b34ba","Big Data is the biggest emerging trend and promise in today's technology-driven world. It is continuing to create a lot of buzz in not only the field of technology, but across the world. It promises substantial involvements, vast changes, modernizations, and integration with and within people's ongoing life. It makes the world more demanding and helps with making prompt and appropriate decisions in real time. This paper aims to provide a comprehensive analysis of the health industry and health care system in Australia that are relevant to the consequences formed by Big Data. This paper primarily uses a secondary research analysis method to provide a wide-ranging investigation into the positive and negative consequences of health issues relevant to Big Data, the architects of those consequences, and those overstated by the consequences. The secondary resources are subject to journal articles, reports, conference proceedings, media articles, corporation-based documents, blogs and other appropriate information. In the future, the investigation will continue by employing Mixed Methodology (Qualitative and Quantitative) in relation to Big Data usage in the Australian Health industry. The paper initially finds that Big Data is an evidence source in health care and provides useful insight into the Australian healthcare system. It is steadily reducing the cost of the Australian healthcare system and improving patients' outcomes in Australia. Big data can not only improve the affairs between public and health enterprises, but can also make life better by increasing efficiency and modernization. © 2019 Association for Computing Machinery.","Australian Health Care Services; Big Data (BD); Health Care System; High Cost Patients; High Risk","Advanced Analytics; Data Analytics; Health care; Health risks; Teaching; Comprehensive analysis; Health industry; Health-care system; Healthcare services; High costs; Journal articles; Secondary researches; Secondary resources; Big data"
"Wu P.-Y.; Cheng C.-W.; Kaddi C.D.; Venugopalan J.; Hoffman R.; Wang M.D.","Wu, Po-Yen (37021938200); Cheng, Chih-Wen (35774033000); Kaddi, Chanchala D. (23390031500); Venugopalan, Janani (55516512200); Hoffman, Ryan (56457297700); Wang, May D. (10739831700)","37021938200; 35774033000; 23390031500; 55516512200; 56457297700; 10739831700","-Omic and Electronic Health Record Big Data Analytics for Precision Medicine","2017","IEEE Transactions on Biomedical Engineering","64","2","7587347","263","273","10","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85014898961&doi=10.1109%2fTBME.2016.2573285&partnerID=40&md5=941f276260b3efc568272c121fb3045a","Objective: Rapid advances of high-throughput technologies and wide adoption of electronic health records (EHRs) have led to fast accumulation of -omic and EHR data. These voluminous complex data contain abundant information for precision medicine, and big data analytics can extract such knowledge to improve the quality of healthcare. Methods: In this paper, we present -omic and EHR data characteristics, associated challenges, and data analytics including data preprocessing, mining, and modeling. Results: To demonstrate how big data analytics enables precision medicine, we provide two case studies, including identifying disease biomarkers from multi-omic data and incorporating -omic information into EHR. Conclusion: Big data analytics is able to address -omic and EHR data challenges for paradigm shift toward precision medicine. Significance: Big data analytics makes sense of -omic and EHR data to improve healthcare outcome. It has long lasting societal impact. © 1964-2012 IEEE.","-omic data; Big data analytics; bioinformatics; electronic health records (EHRs); health informatics; precision medicine","Databases, Factual; Electronic Health Records; Genomics; Humans; Medical Informatics; Precision Medicine; Bioinformatics; Biomarkers; Data mining; Health; Health care; Records management; biological marker; transcriptome; -omic data; Data analytics; Data characteristics; Electronic health record; Electronic health record (EHRs); Health informatics; High throughput technology; Quality of health care; alternative RNA splicing; Article; bioinformatics; copy number variation; data mining; DNA methylation; electronic health record; environmental factor; epigenetics; frameshift mutation; gene expression; genomics; health care quality; high throughput sequencing; histone modification; human; information processing; metabolome; metabolomics; personalized medicine; phenotype; protein DNA binding; proteomics; signal noise ratio; single nucleotide polymorphism; systems biology; factual database; medical informatics; Big data"
"Daghistani T.; AlGhamdi H.; Alshammari R.; AlHazme R.H.","Daghistani, Tahani (56986546000); AlGhamdi, Huda (57220585506); Alshammari, Riyad (20435362800); AlHazme, Raed H. (56166610300)","56986546000; 57220585506; 20435362800; 56166610300","Predictors of outpatients’ no-show: big data analytics using apache spark","2020","Journal of Big Data","7","1","108","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097427914&doi=10.1186%2fs40537-020-00384-9&partnerID=40&md5=f9fae780edb19f32a10a0b772303a07f","Outpatients who fail to attend their appointments have a negative impact on the healthcare outcome. Thus, healthcare organizations facing new opportunities, one of them is to improve the quality of healthcare. The main challenges is predictive analysis using techniques capable of handle the huge data generated. We propose a big data framework for identifying subject outpatients’ no-show via feature engineering and machine learning (MLlib) in the Spark platform. This study evaluates the performance of five machine learning techniques, using the (2,011,813‬) outpatients’ visits data. Conducting several experiments and using different validation methods, the Gradient Boosting (GB) performed best, resulting in an increase of accuracy and ROC to 79% and 81%, respectively. In addition, we showed that exploring and evaluating the performance of the machine learning models using various evaluation methods is critical as the accuracy of prediction can significantly differ. The aim of this paper is exploring factors that affect no-show rate and can be used to formulate predictions using big data machine learning techniques. © 2020, The Author(s).","Big data; No-Show; Outpatient Clinics; Prediction Model; Spark",""
"Asakiewicz C.","Asakiewicz, Chris (35291322200)","35291322200","Translational Research 2.0: A framework for accelerating collaborative discovery","2014","Personalized Medicine","11","3","","351","358","7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84902593187&doi=10.2217%2fpme.14.15&partnerID=40&md5=10669e6a9aa025d6e88b5d3b9da7ad77","The world wide web has revolutionized the conduct of global, cross-disciplinary research. In the life sciences, interdisciplinary approaches to problem solving and collaboration are becoming increasingly important in facilitating knowledge discovery and integration. Web 2.0 technologies promise to have a profound impact - enabling reproducibility, aiding in discovery, and accelerating and transforming medical and healthcare research across the healthcare ecosystem. However, knowledge integration and discovery require a consistent foundation upon which to operate. A foundation should be capable of addressing some of the critical issues associated with how research is conducted within the ecosystem today and how it should be conducted for the future. This article will discuss a framework for enhancing collaborative knowledge discovery across the medical and healthcare research ecosystem. A framework that could serve as a foundation upon which ecosystem stakeholders can enhance the way data, information and knowledge is created, shared and used to accelerate the translation of knowledge from one area of the ecosystem to another. © 2014 Future Medicine Ltd.","Analytics; Big data; Collaborative research; Data mining; Health outcomes; Knowledge discovery; Knowledge integration; Medical and healthcare ecosystem; Translational research; Web 2.0","basic research; clinical decision making; clinical research; comparative effectiveness; diagnostic test; evidence based practice; genotype; health care delivery; health care organization; health care policy; human; knowledge discovery; priority journal; protein expression; reproducibility; research; review; translational research"
"Garattini C.; Raffle J.; Aisyah D.N.; Sartain F.; Kozlakidis Z.","Garattini, Chiara (16244658600); Raffle, Jade (57193532038); Aisyah, Dewi N (55757904700); Sartain, Felicity (55553430300); Kozlakidis, Zisis (14632176900)","16244658600; 57193532038; 55757904700; 55553430300; 14632176900","Big Data Analytics, Infectious Diseases and Associated Ethical Impacts","2019","Philosophy and Technology","32","1","","69","85","16","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064277708&doi=10.1007%2fs13347-017-0278-y&partnerID=40&md5=6a4bc44b710e94b587a9e3e9ce5bae78","The exponential accumulation, processing and accrual of big data in healthcare are only possible through an equally rapidly evolving field of big data analytics. The latter offers the capacity to rationalize, understand and use big data to serve many different purposes, from improved services modelling to prediction of treatment outcomes, to greater patient and disease stratification. In the area of infectious diseases, the application of big data analytics has introduced a number of changes in the information accumulation models. These are discussed by comparing the traditional and new models of data accumulation. Big data analytics is fast becoming a crucial component for the modelling of transmission—aiding infection control measures and policies—emergency response analyses required during local or international outbreaks. However, the application of big data analytics in infectious diseases is coupled with a number of ethical impacts. Four key areas are discussed in this paper: (i) automation and algorithmic reliance impacting freedom of choice, (ii) big data analytics complexity impacting informed consent, (iii) reliance on profiling impacting individual and group identities and justice/fair access and (iv) increased surveillance and population intervention capabilities impacting behavioural norms and practices. Furthermore, the extension of big data analytics to include information derived from personal devices, such as mobile phones and wearables as part of infectious disease frameworks in the near future and their potential ethical impacts are discussed. Considered together, the need for a constructive and transparent inclusion of ethical questioning in this rapidly evolving field becomes an increasing necessity in order to provide a moral foundation for the societal acceptance and responsible development of the technological advancement. © 2017, The Author(s).","Big data analytics; Ethics; Infectious diseases; Mobile phones; Wearables",""
"Kendzierskyj S.; Jahankhani H.; Jamal A.; Jimenez J.I.","Kendzierskyj, Stefan (57208528190); Jahankhani, Hamid (55970576100); Jamal, Arshad (17434697300); Jimenez, Jaime Ibarra (57208525123)","57208528190; 55970576100; 17434697300; 57208525123","The transparency of big data, data harvesting and digital Twins","2019","Advanced Sciences and Technologies for Security Applications","","","","139","148","9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076088790&doi=10.1007%2f978-3-030-11289-9_6&partnerID=40&md5=336127021231df4d6177aa9b8d779ea5","Computer storage and cloud computing has become more powerful with multiple algorithms running complex data analysis looking at intelligence trends, user behaviour, profiling and ways to make use of these outputs. Added with the artificial intelligence (AI) interaction has meant a new and dynamic method to create models forging analysis to be more clinical, proficient and continually seeking more improvement with the self-learning and intelligent programming of machine learning (ML). In the healthcare sector there is deep interest in collecting, curating the data and making the best use of silo’d data through methods such as blockchain. This can then lead to a multitude of innovations such as precision based medicine, targeting individual variability in genes, their environment, etc. It also means that big data analytics in healthcare is evolving into providing these insights from very large data sets and improving outcomes while reducing costs and inefficiencies. However, there also are some ethical impacts in the process of Digital Twins which can lead to segmentation and discrimination. Or perhaps the data that is automatically collected from healthcare sensors in IoMT and what type of governance are they scrutinized to. It is clear that data is the most important asset of not just an organisation but also to the individual and why the General Data Protection Regulation (GDPR) has taken an important stance in data protection by design and default, that all organisations needs to follow. This chapter aims to highlight some of the concerns. © Springer Nature Switzerland AG 2019.","Big data; Data Harvesting; Digital Twin; eHealth; Healthcare; Social media; Transparency",""
"Kern H.P.; Reagin M.J.; Reese B.S.","Kern, Howard P. (57195569767); Reagin, Michael J. (57195566738); Reese, Bertram S. (7005001113)","57195569767; 57195566738; 7005001113","Priming the Pump for Big Data at Sentara Healthcare","2016","Frontiers of health services management","32","4","","15","26","11","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028813228&doi=10.1097%2f01974520-201604000-00003&partnerID=40&md5=9a3f4fd8020e10939620c3d71a79dfa3","Today's healthcare organizations are facing significant demands with respect to managing population health, demonstrating value, and accepting risk for clinical outcomes across the continuum of care. The patient's environment outside the walls of the hospital and physician's office-and outside the electronic health record (EHR)-has a substantial impact on clinical care outcomes. The use of big data is key to understanding factors that affect the patient's health status and enhancing clinicians' ability to anticipate how the patient will respond to various therapies. Big data is essential to delivering sustainable, highquality, value-based healthcare, as well as to the success of new models of care such as clinically integrated networks (CINs) and accountable care organizations.Sentara Healthcare, based in Norfolk, Virginia, has been an early adopter of the technologies that have readied us for our big data journey: EHRs, telehealth-supported electronic intensive care units, and telehealth primary care support through MDLIVE. Although we would not say Sentara is at the cutting edge of the big data trend, it certainly is among the fast followers. Use of big data in healthcare is still at an early stage compared with other industries. Tools for data analytics are maturing, but traditional challenges such as heightened data security and limited human resources remain the primary focus for regional health systems to improve care and reduce costs. Sentara primarily makes actionable use of big data in our CIN, Sentara Quality Care Network, and at our health plan, Optima Health. Big data projects can be expensive, and justifying the expense organizationally has often been easier in times of crisis. We have developed an analytics strategic plan separate from but aligned with corporate system goals to ensure optimal investment and management of this essential asset.","","Accountable Care Organizations; Delivery of Health Care, Integrated; Electronic Health Records; Humans; Medical Informatics; Quality of Health Care; Telemedicine; Virginia; accountable care organization; electronic health record; health care quality; human; integrated health care system; medical informatics; telemedicine; Virginia"
"Aditya Shastry K.; Sanjay H.A.; Lakshmi M.; Preetham N.","Aditya Shastry, K. (56426201100); Sanjay, H.A. (57217859762); Lakshmi, M. (37039788200); Preetham, N. (57044781600)","56426201100; 57217859762; 37039788200; 57044781600","Deep Learning for Medical Informatics and Public Health","2022","Studies in Big Data","105","","","285","308","23","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127859251&doi=10.1007%2f978-3-030-95419-2_13&partnerID=40&md5=79816f5b9e3aa91a22260c11b94d8972","The technology & healthcare intersect to constitute medical informatics (MI). MI enhances the outcomes of patients & healthcare through the skills of medical & computer sciences. The fusion of both these disciplines enables the related personnel to improve the patient care along with the research & clinical settings. Public health (PH) represents the science of safeguarding & improving community health. This outcome is attained by encouraging lifestyles that are healthy in nature, investigating new illnesses, preventing injuries and contagious illnesses. In general, PH focuses on safeguarding the health of entire communities. These communities can be small (local communities) or large (whole country/a global region). In this regard, Deep learning (DL) represents an interesting area of research. DL application has been observed in several domains due to the fast growth of both data & computational power. In recent years, the application of DL in the domain of MI has increased due to the probable advantages of DL applications in healthcare. DL can aid medical experts in diagnosing several illnesses, detecting sites of cancer, determining the impacts of medicines on each patient, comprehending the association among phenotypes & genotypes, discover novel phenotypes, & forecasting the outbreaks of contagious illnesses with higher precision. When compared to classical techniques, DL does not need data which is specific to a domain. DL is likely to transform the lives of humans. Regardless of these benefits, DL faces certain drawbacks related to data (higher number of features, dissimilar data, reliance on time, unsupervised data, etc.) & model (dependability, understandable, likelihood, scalable, safety) for real world applications. This chapter emphasizes on DL techniques applied in MI & PH, recent case studies related to the application of DL in MI & PH, and certain critical research questions. © 2022, The Author(s), under exclusive license to Springer Nature Switzerland AG.","Agriculture; Analysis; Big-data analytics; Prediction","Big data; Clinical research; Data Analytics; Deep learning; Diagnosis; Diseases; Health care; Medical computing; Medical informatics; Analyse; Clinical settings; Community health; Community OR; General publics; Global regions; Local community; Medical computer science; Medical informatics; Patient care; Public health"
"Bakker L.; Vaporidi K.; Aarts J.; Redekop W.","Bakker, Lytske (57200544923); Vaporidi, Katerina (9044134300); Aarts, Jos (7007174257); Redekop, William (7003856662)","57200544923; 9044134300; 7007174257; 7003856662","The potential of real-time analytics to improve care for mechanically ventilated patients in the intensive care unit: an early economic evaluation","2020","Cost Effectiveness and Resource Allocation","18","1","57","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097363742&doi=10.1186%2fs12962-020-00254-4&partnerID=40&md5=41c167fff21ebf006753bd0bb1982313","Background: Mechanical ventilation services are an important driver of the high costs of intensive care. An optimal interaction between a patient and a ventilator is therefore paramount. Suboptimal interaction is present when patients repeatedly demand, but do not receive, breathing support from a mechanical ventilator (> 30 times in 3 min), also known as an ineffective effort event (IEEV). IEEVs are associated with increased hospital mortality prolonged intensive care stay, and prolonged time on ventilation and thus development of real-time analytics that identify IEEVs is essential. To assist decision-making about further development we estimate the potential cost-effectiveness of real-time analytics that identify ineffective effort events. Methods: We developed a cost-effectiveness model combining a decision tree and Markov model for long-term outcomes with data on current care from a Greek hospital and literature. A lifetime horizon and a healthcare payer perspective were used. Uncertainty about the results was assessed using sensitivity and scenario analyses to examine the impact of varying parameters like the intensive care costs per day and the effectiveness of treatment of IEEVs. Results: Use of the analytics could lead to reduced mortality (3% absolute reduction), increased quality adjusted life years (0.21 per patient) and cost-savings (€264 per patient) compared to current care. Moreover, cost-savings for hospitals and health improvements can be incurred even if the treatment’s effectiveness is reduced from 30 to 10%. The estimated savings increase to €1,155 per patient in countries where costs of an intensive care day are high (e.g. the Netherlands). There is considerable headroom for development and the analytics generate savings when the price of the analytics per bed per year is below €7,307. Furthermore, even when the treatment’s effectiveness is 10%, the probability that the analytics are cost-effective exceeds 90%. Conclusions: Implementing real-time analytics to identify ineffective effort events can lead to health and financial benefits. Therefore, it will be worthwhile to continue assessment of the effectiveness of the analytics in clinical practice and validate our findings. Eventually, their adoption in settings where costs of an intensive care day are high and ineffective efforts are frequent could yield a high return on investment. © 2020, The Author(s).","Big data analytics; Cost- effectiveness analysis; Intensive care unit; Interactive ventilator support; Ventilation","adoption; adult; article; big data; clinical practice; controlled study; cost control; cost effectiveness analysis; decision making; decision tree; female; hospital mortality; human; intensive care unit; investment; major clinical study; male; Markov chain; Netherlands; probability; quality adjusted life year; sensitivity analysis; uncertainty; ventilated patient"
"Asante-Korang A.; Jacobs J.P.","Asante-Korang, Alfred (6507657872); Jacobs, Jeffrey P (7403557662)","6507657872; 7403557662","Big Data and paediatric cardiovascular disease in the era of transparency in healthcare","2016","Cardiology in the Young","26","8","","1597","1602","5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85012836972&doi=10.1017%2fS1047951116001736&partnerID=40&md5=1b829f317eabbd05f9ccfdcaaee9b056","The objectives of this review were to discuss the potential impact of Big Data analytics in paediatric cardiovascular disease and its potential to address the challenges of transparency in delivery of care to this unique population. © 2017 Cambridge University Press.","analytics; Big Data; cardiovascular; healthcare; paediatrics; Public Reporting; transparency","Access to Information; Cardiovascular Diseases; Data Mining; Databases as Topic; Delivery of Health Care; Humans; Pediatrics; access to information; cardiovascular disease; child health care; childhood disease; data analysis; evidence based medicine; health care cost; health care delivery; human; information processing; medical informatics; patient participation; register; Review; shared decision making; total quality management; treatment outcome; data base; data mining; health care delivery; pediatrics; trends"
